id,host_id,latitude,longitude,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,bedrooms,host_listings_count,calculated_host_listings_count_shared_rooms,minimum_nights_avg_ntm,maximum_nights_avg_ntm,property_type,host_location,host_response_time,host_is_superhost,host_identity_verified,neighbourhood_cleansed,property_type,room_type,first_review,last_review,instant_bookable,has_availability
382111,1907809.0,38.89099,-76.99458,100%,88%,3.0,4.0,1.0,1.0,$174.00,3.0,29.0,0.0,4.0,34.0,67.0,284.0,6.0,0.0,4.8,4.88,4.89,4.97,4.98,4.95,4.75,1.0,1.0,0.0,1.77,36.0,6264.0,1.0,2.0,0.0,3.0,29.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,07/04/2012,28/04/2025,f,t
409582,2038963.0,38.88306,-76.99497,90%,79%,7.0,2.0,1.0,1.0,$224.00,2.0,1125.0,0.0,0.0,28.0,28.0,620.0,15.0,1.0,4.88,4.89,4.81,4.99,4.99,4.96,4.83,1.0,1.0,0.0,3.86,90.0,20160.0,0.0,5.0,0.0,4.2,1125.0,Entire rental unit,"Washington, DC",within a few hours,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,12/04/2012,28/05/2025,f,t
437005,2170422.0,38.86256,-76.98689,,,2.0,2.0,2.0,1.0,$345.00,31.0,120.0,29.0,59.0,89.0,364.0,105.0,0.0,0.0,4.85,4.87,4.89,4.89,4.92,4.21,4.78,2.0,0.0,2.0,0.66,0.0,0.0,1.0,2.0,0.0,31.0,120.0,Private room in home,"Washington, DC",,f,t,Historic Anacostia,Private room in home,Private room,01/05/2012,23/09/2021,f,t
446147,2215579.0,38.90549,-77.02847,,,2.0,2.0,1.5,1.0,$123.00,150.0,730.0,23.0,53.0,83.0,173.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,150.0,730.0,Entire condo,"Washington, DC",,f,t,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",Entire condo,Entire home/apt,,,f,t
453159,40168.0,38.87772,-76.985,100%,98%,2.0,5.0,2.0,3.0,$139.00,3.0,1125.0,7.0,12.0,38.0,210.0,466.0,46.0,2.0,4.93,4.95,4.96,4.95,4.96,4.84,4.9,1.0,1.0,0.0,2.96,255.0,35445.0,2.0,1.0,0.0,3.0,1125.0,Entire guest suite,"Washington D.C., DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire guest suite,Entire home/apt,09/07/2012,30/05/2025,f,t
453315,2252538.0,38.89538,-76.98648,100%,98%,1.0,2.0,1.0,1.0,$95.00,2.0,30.0,6.0,7.0,15.0,211.0,1050.0,63.0,5.0,4.88,4.94,4.92,4.97,4.95,4.81,4.85,1.0,1.0,0.0,6.59,255.0,24225.0,1.0,1.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire guest suite,Entire home/apt,14/05/2012,07/06/2025,f,t
501809,481929.0,38.91454,-77.01814,100%,67%,5.0,2.0,1.5,2.0,$68.00,31.0,365.0,0.0,0.0,30.0,305.0,36.0,1.0,0.0,4.86,4.92,4.72,4.97,5.0,4.81,4.81,4.0,0.0,4.0,0.25,62.0,4216.0,1.0,4.0,0.0,31.0,365.0,Private room in townhouse,"Washington, DC",within a day,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in townhouse,Private room,01/08/2013,14/08/2024,f,t
525672,2583808.0,38.88183,-76.98911,100%,96%,7.0,4.0,1.0,2.0,$142.00,2.0,90.0,8.0,8.0,31.0,299.0,278.0,11.0,0.0,4.86,4.91,4.91,4.91,4.88,4.68,4.81,2.0,2.0,0.0,1.77,66.0,9372.0,1.0,7.0,0.0,6.2,90.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire rental unit,Entire home/apt,13/07/2012,30/03/2025,f,t
538598,2645588.0,38.89881,-76.99578,,100%,1.0,4.0,,,,30.0,1124.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,4.75,5.0,4.75,5.0,4.92,4.92,4.92,1.0,1.0,0.0,0.11,60.0,,2.0,1.0,0.0,30.0,1124.0,Entire home,"Washington, DC",,f,t,"Union Station, Stanton Park, Kingman Park",Entire home,Entire home/apt,26/03/2016,21/01/2025,f,t
542144,2666087.0,38.88745,-76.99293,100%,,1.0,2.0,1.0,1.0,$123.00,180.0,730.0,3.0,3.0,15.0,290.0,32.0,0.0,0.0,4.91,4.97,4.81,4.94,5.0,4.97,4.81,1.0,1.0,0.0,0.23,0.0,0.0,1.0,1.0,0.0,180.0,730.0,Entire townhouse,"Washington, DC",within a few hours,f,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,10/11/2013,07/06/2024,f,t
561697,2761762.0,38.91096,-77.00858,100%,99%,11.0,6.0,1.0,4.0,$93.00,2.0,15.0,9.0,33.0,48.0,306.0,377.0,26.0,2.0,4.75,4.79,4.84,4.92,4.87,4.61,4.76,4.0,4.0,0.0,2.4,156.0,14508.0,1.0,4.0,0.0,2.0,15.0,Entire rental unit,"Washington, DC",within an hour,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Entire rental unit,Entire home/apt,28/07/2012,09/06/2025,f,t
563607,2771266.0,38.91564,-77.03796,100%,100%,2.0,2.0,1.0,1.0,$101.00,1.0,1125.0,20.0,39.0,62.0,242.0,201.0,37.0,5.0,4.81,4.86,4.71,4.92,4.96,4.95,4.76,2.0,2.0,0.0,1.84,222.0,22422.0,0.0,2.0,0.0,1.3,1125.0,Entire rental unit,,within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,03/07/2016,12/06/2025,t,t
654835,1671809.0,38.91504,-77.07064,100%,100%,7.0,2.0,1.0,2.0,$139.00,31.0,1125.0,30.0,60.0,90.0,365.0,14.0,0.0,0.0,4.62,4.43,4.29,4.71,4.93,4.93,4.36,1.0,0.0,1.0,0.09,0.0,0.0,1.0,3.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within a few hours,f,t,"Georgetown, Burleith/Hillandale",Private room in home,Private room,22/04/2013,14/05/2022,f,t
688914,3517743.0,38.85045,-76.97992,80%,70%,14.0,2.0,1.0,1.0,$90.00,31.0,1125.0,0.0,7.0,37.0,312.0,11.0,1.0,0.0,5.0,4.82,4.82,4.91,5.0,4.36,5.0,4.0,0.0,4.0,0.15,62.0,5580.0,1.0,13.0,0.0,31.0,1125.0,Private room in townhouse,"Washington, DC",within a few hours,f,t,"Douglas, Shipley Terrace",Private room in townhouse,Private room,17/06/2019,09/09/2024,f,t
722114,1565502.0,38.9237,-77.0271,95%,99%,4.0,6.0,1.0,2.0,$133.00,1.0,30.0,26.0,56.0,84.0,264.0,568.0,55.0,6.0,4.8,4.82,4.64,4.96,4.95,4.84,4.73,1.0,1.0,0.0,3.68,255.0,33915.0,0.0,2.0,0.0,1.0,1125.0,Entire guest suite,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire guest suite,Entire home/apt,17/10/2012,03/06/2025,f,t
723716,3138065.0,38.93605,-77.04289,100%,68%,3.0,1.0,1.0,1.0,$61.00,5.0,15.0,0.0,7.0,13.0,65.0,56.0,10.0,2.0,4.66,4.78,4.69,4.89,4.91,4.78,4.75,3.0,3.0,0.0,0.46,100.0,6100.0,0.0,3.0,0.0,3.0,15.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,05/07/2015,06/06/2025,f,t
748316,1399272.0,38.89707,-76.9881,100%,100%,3.0,2.0,1.0,1.0,$125.00,2.0,15.0,13.0,38.0,68.0,329.0,784.0,29.0,2.0,4.88,4.93,4.91,4.94,4.94,4.76,4.86,1.0,1.0,0.0,5.11,174.0,21750.0,1.0,1.0,0.0,2.0,1125.0,Entire guesthouse,"Washington, DC",within an hour,t,t,"Union Station, Stanton Park, Kingman Park",Entire guesthouse,Entire home/apt,13/11/2012,02/06/2025,f,t
763569,738459.0,38.93624,-77.05813,100%,99%,6.0,2.0,1.0,1.0,$70.00,180.0,1000.0,0.0,0.0,0.0,186.0,18.0,0.0,0.0,4.83,4.83,4.44,4.94,4.94,5.0,4.61,4.0,3.0,1.0,0.12,0.0,0.0,1.0,5.0,0.0,180.0,1000.0,Entire rental unit,"Washington D.C., DC",within an hour,t,t,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire rental unit,Entire home/apt,24/07/2013,07/05/2023,f,t
792578,4027780.0,38.88529,-76.9509,67%,0%,4.0,6.0,2.5,3.0,$456.00,2.0,5.0,30.0,60.0,90.0,365.0,92.0,0.0,0.0,4.42,4.76,4.28,4.8,4.8,4.06,4.43,1.0,1.0,0.0,0.62,0.0,0.0,3.0,1.0,0.0,2.0,5.0,Entire townhouse,"Washington, DC",within a day,f,t,"River Terrace, Benning, Greenway, Dupont Park",Entire townhouse,Entire home/apt,14/03/2013,21/04/2019,f,t
794213,4071043.0,38.92479,-77.04149,100%,88%,4.0,5.0,2.0,3.0,$160.00,1.0,365.0,25.0,55.0,81.0,356.0,309.0,9.0,2.0,4.6,4.71,4.7,4.86,4.77,4.82,4.55,4.0,1.0,3.0,2.02,54.0,8640.0,2.0,4.0,0.0,1.0,365.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Entire townhouse,Entire home/apt,25/11/2012,26/05/2025,f,t
800076,3885360.0,38.91646194,-77.03011322,100%,100%,2.0,2.0,1.0,1.0,$139.00,1.0,1125.0,25.0,55.0,85.0,328.0,252.0,13.0,2.0,4.79,4.82,4.94,4.89,4.91,4.9,4.69,1.0,1.0,0.0,1.69,78.0,10842.0,0.0,1.0,0.0,1.2,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Howard University, Le Droit Park, Cardozo/Shaw",Entire rental unit,Entire home/apt,10/03/2013,14/06/2025,f,t
808830,3765717.0,38.92087,-77.07631,90%,87%,1.0,6.0,2.5,2.0,$119.00,1.0,30.0,25.0,55.0,85.0,360.0,456.0,34.0,4.0,4.91,4.95,4.96,4.97,4.96,4.93,4.89,1.0,0.0,1.0,3.02,204.0,24276.0,2.0,1.0,0.0,1.0,30.0,Private room in home,"Washington, DC",within a day,t,t,"Cathedral Heights, McLean Gardens, Glover Park",Private room in home,Private room,20/01/2013,06/06/2025,f,t
828497,3825475.0,38.94291,-77.07173,100%,100%,2.0,6.0,2.0,3.0,$165.00,3.0,30.0,8.0,32.0,57.0,205.0,133.0,10.0,1.0,4.89,4.92,4.8,4.95,4.97,4.93,4.85,1.0,0.0,1.0,0.9,60.0,9900.0,3.0,2.0,0.0,3.0,30.0,Private room in home,"Washington, DC",within an hour,t,t,"Friendship Heights, American University Park, Tenleytown",Private room in home,Private room,16/04/2013,18/05/2025,f,t
841260,315148.0,38.93719,-77.02335,84%,76%,91.0,1.0,,,,31.0,360.0,0.0,7.0,37.0,312.0,16.0,0.0,0.0,4.44,4.44,4.06,4.81,4.88,4.56,4.38,36.0,1.0,35.0,0.11,0.0,,,75.0,0.0,31.0,360.0,Private room in rental unit,"Washington, DC",within a few hours,f,t,"Brightwood Park, Crestwood, Petworth",Private room in rental unit,Private room,10/06/2013,05/12/2023,f,t
855587,4471145.0,38.91384,-77.04074,80%,71%,14.0,2.0,0.5,3.0,$133.00,14.0,360.0,3.0,5.0,16.0,179.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,1.0,28.0,3724.0,2.0,2.0,0.0,14.0,360.0,Entire rental unit,"Washington, DC",within a day,f,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,11/06/2025,11/06/2025,f,t
860336,511136.0,38.90847,-77.04681,100%,100%,7.0,2.0,1.0,2.0,$118.00,1.0,28.0,19.0,49.0,79.0,259.0,562.0,23.0,2.0,4.74,4.81,4.83,4.88,4.88,4.94,4.69,4.0,1.0,3.0,3.75,138.0,16284.0,1.0,4.0,0.0,1.3,44.7,Private room in home,"Washington D.C., DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Private room in home,Private room,22/02/2013,25/05/2025,f,t
860776,315148.0,38.91785,-77.01498,84%,76%,91.0,1.0,3.0,2.0,$35.00,31.0,365.0,18.0,29.0,59.0,334.0,20.0,1.0,0.0,4.45,4.45,4.25,4.85,4.75,4.9,4.35,36.0,1.0,35.0,0.19,62.0,2170.0,1.0,75.0,0.0,31.0,365.0,Private room in condo,"Washington, DC",within a few hours,f,t,"Howard University, Le Droit Park, Cardozo/Shaw",Private room in condo,Private room,19/12/2016,24/02/2025,f,t
861775,3517743.0,38.8491,-76.97982,80%,70%,14.0,2.0,1.0,1.0,$65.00,31.0,1125.0,5.0,8.0,34.0,309.0,25.0,1.0,0.0,4.84,4.84,4.84,4.88,4.8,4.13,4.71,4.0,0.0,4.0,0.2,62.0,4030.0,1.0,13.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within a few hours,f,t,"Douglas, Shipley Terrace",Private room in home,Private room,23/03/2015,20/07/2024,f,t
873182,4608059.0,38.95345,-76.99504,100%,100%,1.0,3.0,1.0,2.0,$108.00,7.0,90.0,0.0,26.0,56.0,331.0,50.0,2.0,0.0,4.62,4.84,4.86,4.88,4.96,4.76,4.66,1.0,1.0,0.0,0.47,28.0,3024.0,1.0,1.0,0.0,7.0,1125.0,Entire rental unit,,within an hour,f,f,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",Entire rental unit,Entire home/apt,24/09/2016,19/10/2024,f,t
883653,1541121.0,38.9356,-77.04468,100%,71%,2.0,7.0,,,,4.0,40.0,0.0,2.0,2.0,2.0,39.0,3.0,0.0,4.92,4.95,4.92,4.89,4.97,4.92,4.63,1.0,1.0,0.0,0.26,24.0,,4.0,2.0,0.0,4.0,1125.0,Entire townhouse,"Washington, DC",within a few hours,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire townhouse,Entire home/apt,01/04/2013,19/04/2025,f,t
886283,4698675.0,38.94492,-77.09234,100%,67%,3.0,2.0,1.0,1.0,$83.00,30.0,1125.0,0.0,0.0,23.0,298.0,57.0,1.0,0.0,4.64,4.8,4.86,4.88,4.84,4.79,4.65,1.0,1.0,0.0,0.38,60.0,4980.0,1.0,1.0,0.0,30.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,f,f,"Friendship Heights, American University Park, Tenleytown",Entire rental unit,Entire home/apt,23/01/2013,16/08/2024,f,t
887461,315148.0,38.93788,-77.02313,84%,76%,91.0,1.0,,,,31.0,365.0,0.0,16.0,46.0,321.0,22.0,4.0,0.0,4.45,4.41,4.05,4.82,4.77,4.86,4.27,36.0,1.0,35.0,0.18,248.0,,,75.0,0.0,31.0,365.0,Private room in rental unit,"Washington, DC",within a few hours,f,t,"Brightwood Park, Crestwood, Petworth",Private room in rental unit,Private room,02/07/2015,19/04/2025,f,t
888029,315148.0,38.93664,-77.02298,84%,76%,91.0,1.0,,,,31.0,800.0,2.0,32.0,62.0,337.0,19.0,2.0,0.0,4.42,4.26,3.89,4.79,4.79,4.74,4.32,36.0,1.0,35.0,0.13,124.0,,,75.0,0.0,31.0,800.0,Private room in rental unit,"Washington, DC",within a few hours,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in rental unit,Private room,31/08/2013,28/02/2025,f,t
892183,4280278.0,38.90746,-77.02716,80%,85%,11.0,10.0,,,,3.0,365.0,10.0,26.0,50.0,286.0,279.0,26.0,0.0,4.64,4.61,4.7,4.85,4.79,4.85,4.58,2.0,2.0,0.0,2.19,156.0,,4.0,5.0,0.0,2.4,1125.0,Entire home,"Washington, DC",within a few hours,f,t,"Shaw, Logan Circle",Entire home,Entire home/apt,05/01/2015,15/05/2025,f,t
893529,4752493.0,38.91223,-77.01067,,,2.0,1.0,1.0,1.0,$350.00,31.0,200.0,30.0,60.0,90.0,365.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,1.0,0.01,0.0,0.0,1.0,1.0,0.0,31.0,200.0,Private room in home,"Washington, DC",,f,f,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in home,Private room,15/06/2013,15/06/2013,f,t
898543,4795247.0,38.90153,-77.05434,90%,18%,3.0,5.0,,,,51.0,365.0,12.0,12.0,26.0,301.0,164.0,0.0,0.0,4.91,4.94,4.94,4.97,4.96,4.95,4.78,3.0,3.0,0.0,1.25,0.0,,3.0,3.0,0.0,51.0,365.0,Entire townhouse,"Washington, DC",within a day,f,t,"West End, Foggy Bottom, GWU",Entire townhouse,Entire home/apt,13/09/2014,23/03/2023,f,t
898544,4795247.0,38.8996,-77.05277,90%,18%,3.0,5.0,,,,31.0,365.0,0.0,12.0,12.0,215.0,129.0,1.0,0.0,4.91,4.95,4.95,4.98,4.97,4.95,4.84,3.0,3.0,0.0,0.94,62.0,,3.0,3.0,0.0,31.0,365.0,Entire townhouse,"Washington, DC",within a day,f,t,"West End, Foggy Bottom, GWU",Entire townhouse,Entire home/apt,11/03/2014,15/04/2025,f,t
902573,481929.0,38.91054,-77.02149,100%,67%,5.0,2.0,1.0,1.0,$80.00,31.0,1125.0,28.0,58.0,88.0,363.0,23.0,0.0,0.0,4.74,4.59,4.55,4.73,4.77,4.68,4.59,4.0,0.0,4.0,0.16,0.0,0.0,1.0,4.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",within a day,t,t,"Shaw, Logan Circle",Private room in home,Private room,01/06/2013,16/11/2016,f,t
914968,504401.0,38.90454,-76.98793,100%,100%,3.0,2.0,1.0,1.0,$66.00,2.0,4.0,0.0,0.0,3.0,3.0,68.0,0.0,0.0,4.91,4.94,4.99,4.94,4.96,4.63,4.91,1.0,0.0,1.0,0.47,0.0,0.0,1.0,2.0,0.0,2.0,4.0,Private room in home,"Washington, DC",within a day,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Private room in home,Private room,13/08/2013,14/03/2022,f,t
925318,4977214.0,38.9413,-77.03284,100%,100%,3.0,2.0,1.0,1.0,$56.00,31.0,365.0,10.0,40.0,70.0,345.0,12.0,2.0,0.0,4.5,4.33,4.42,4.67,4.58,4.33,4.25,1.0,1.0,0.0,0.08,124.0,6944.0,1.0,1.0,0.0,31.0,1125.0,Entire townhouse,"Washington, DC",within an hour,f,t,"Brightwood Park, Crestwood, Petworth",Entire townhouse,Entire home/apt,27/03/2013,07/03/2025,t,t
945426,5121445.0,38.9604,-77.08253,100%,100%,3.0,2.0,1.0,2.0,$83.00,2.0,28.0,3.0,18.0,32.0,267.0,566.0,76.0,9.0,4.95,4.95,4.92,4.97,4.98,4.96,4.93,1.0,0.0,1.0,3.81,255.0,21165.0,1.0,1.0,0.0,2.0,1125.0,Private room in home,"Washington, DC",within an hour,t,t,"Friendship Heights, American University Park, Tenleytown",Private room in home,Private room,01/04/2013,12/06/2025,t,t
973608,315148.0,38.91999,-77.01361,84%,76%,91.0,1.0,2.0,1.0,$30.00,31.0,1125.0,0.0,0.0,0.0,265.0,4.0,1.0,1.0,3.25,3.75,2.25,4.5,4.5,4.0,3.5,36.0,1.0,35.0,0.03,62.0,1860.0,0.0,75.0,0.0,31.0,1125.0,Private room in rental unit,"Washington, DC",within a few hours,f,t,"Edgewood, Bloomingdale, Truxton Circle, Eckington",Private room in rental unit,Private room,01/09/2015,23/05/2025,f,t
997859,1662757.0,38.9135,-77.04356,100%,100%,10.0,4.0,,,,31.0,365.0,0.0,14.0,44.0,314.0,97.0,2.0,0.0,4.84,4.85,4.89,4.92,4.97,4.95,4.7,4.0,4.0,0.0,0.65,124.0,,3.0,7.0,0.0,31.0,1125.0,Entire rental unit,"Rocky Point, NY",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,12/04/2013,11/04/2025,t,t
1026034,2070536.0,38.91007,-77.03316,100%,100%,2.0,4.0,1.0,1.0,$151.00,2.0,1125.0,11.0,18.0,18.0,126.0,530.0,40.0,2.0,4.95,4.93,4.95,4.98,4.99,4.98,4.84,2.0,2.0,0.0,3.6,240.0,36240.0,0.0,2.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Shaw, Logan Circle",Entire rental unit,Entire home/apt,20/05/2013,20/05/2025,f,t
1092713,511136.0,38.90989,-77.04602,100%,100%,7.0,6.0,1.0,3.0,$145.00,1.0,28.0,18.0,47.0,77.0,257.0,469.0,15.0,2.0,4.57,4.7,4.62,4.85,4.88,4.94,4.53,4.0,1.0,3.0,3.19,90.0,13050.0,1.0,4.0,0.0,1.3,44.5,Entire rental unit,"Washington D.C., DC",within an hour,t,t,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,20/05/2013,25/05/2025,f,t
1225965,6686327.0,38.93152,-77.08399,,,1.0,2.0,1.0,1.0,$325.00,31.0,365.0,30.0,60.0,90.0,365.0,14.0,0.0,0.0,4.43,4.62,4.15,4.69,4.92,4.62,4.54,1.0,1.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,31.0,365.0,Entire condo,"Washington, DC",,f,t,"Cathedral Heights, McLean Gardens, Glover Park",Entire condo,Entire home/apt,22/11/2013,27/10/2019,f,t
1245292,5448602.0,38.96594,-77.078,,100%,4.0,2.0,1.0,1.0,$95.00,31.0,1125.0,0.0,13.0,43.0,318.0,358.0,1.0,0.0,4.91,4.94,4.9,4.97,4.98,4.95,4.87,4.0,1.0,3.0,2.73,62.0,5890.0,1.0,4.0,0.0,31.0,1125.0,Private room in home,"Washington, DC",,t,t,"Hawthorne, Barnaby Woods, Chevy Chase",Private room in home,Private room,06/09/2014,12/01/2025,f,t
1297417,1813448.0,38.91351,-77.03112,100%,83%,2.0,3.0,1.0,2.0,$200.00,3.0,1125.0,18.0,28.0,53.0,312.0,14.0,11.0,1.0,4.86,4.93,4.86,5.0,5.0,5.0,4.93,1.0,1.0,0.0,0.1,66.0,13200.0,1.0,1.0,0.0,3.0,1125.0,Entire rental unit,"Washington, DC",within a few hours,f,t,"Shaw, Logan Circle",Entire rental unit,Entire home/apt,22/11/2013,27/05/2025,f,t
1433344,7703359.0,38.88197,-76.99537,90%,98%,3.0,6.0,3.0,3.0,$336.00,3.0,365.0,11.0,22.0,34.0,242.0,104.0,29.0,1.0,4.85,4.83,4.88,4.98,4.93,4.95,4.84,3.0,3.0,0.0,0.75,174.0,58464.0,3.0,3.0,0.0,3.0,365.0,Entire townhouse,"Washington, DC",within an hour,t,t,"Capitol Hill, Lincoln Park",Entire townhouse,Entire home/apt,22/02/2014,19/05/2025,f,t
1472332,7882953.0,38.94858,-76.99163,100%,100%,4.0,2.0,,,,3.0,730.0,0.0,0.0,0.0,1.0,101.0,12.0,0.0,4.86,4.81,4.86,4.84,4.84,4.69,4.78,4.0,1.0,3.0,0.95,72.0,,,4.0,0.0,3.0,1125.0,Private room in home,"Washington, DC",within an hour,t,f,"North Michigan Park, Michigan Park, University Heights",Private room in home,Private room,10/10/2016,31/03/2025,t,t
1484387,2639916.0,38.9316,-77.02438,,,5.0,2.0,1.0,1.0,$106.00,31.0,90.0,30.0,60.0,90.0,365.0,16.0,0.0,0.0,4.69,4.44,4.81,4.69,4.88,4.13,4.44,1.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,0.0,31.0,90.0,Private room in home,"Washington, DC",,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Private room in home,Private room,30/09/2013,17/09/2015,f,t
1488282,2629218.0,38.93441,-77.02773,90%,98%,2.0,7.0,1.0,3.0,$125.00,2.0,1125.0,4.0,7.0,32.0,307.0,606.0,55.0,1.0,4.74,4.79,4.73,4.88,4.85,4.77,4.74,2.0,2.0,0.0,4.22,255.0,31875.0,2.0,2.0,0.0,2.0,1125.0,Entire rental unit,"Washington, DC",within an hour,t,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire rental unit,Entire home/apt,06/09/2013,18/05/2025,f,t
1520425,7777552.0,38.90179,-76.99127,100%,80%,3.0,9.0,,,,1.0,14.0,22.0,43.0,68.0,148.0,148.0,39.0,4.0,4.77,4.84,4.76,4.95,4.89,4.49,4.69,3.0,3.0,0.0,1.03,234.0,,4.0,3.0,0.0,1.9,14.0,Entire home,"Berlin, Germany",within a few hours,f,t,"Union Station, Stanton Park, Kingman Park",Entire home,Entire home/apt,24/08/2013,02/06/2025,f,t
1537822,8199495.0,38.93362,-77.02555,100%,98%,2.0,2.0,1.0,2.0,$96.00,2.0,10.0,14.0,28.0,58.0,238.0,268.0,38.0,3.0,4.85,4.85,4.83,4.91,4.91,4.73,4.78,1.0,1.0,0.0,3.57,228.0,21888.0,1.0,1.0,0.0,2.0,1125.0,Entire guest suite,"Washington, DC",within an hour,f,t,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",Entire guest suite,Entire home/apt,19/04/2019,02/06/2025,f,t
1571112,8354112.0,38.91579,-77.04042,100%,95%,4.0,2.0,1.0,1.0,$145.00,28.0,90.0,1.0,1.0,15.0,224.0,150.0,10.0,1.0,4.94,4.97,4.95,4.97,4.95,4.97,4.9,2.0,2.0,0.0,1.05,255.0,36975.0,1.0,2.0,0.0,26.9,90.0,Entire rental unit,"Washington, DC",within a few hours,t,f,"Dupont Circle, Connecticut Avenue/K Street",Entire rental unit,Entire home/apt,15/09/2013,13/06/2025,f,t
1588843,7777552.0,38.90609,-76.98975,100%,80%,3.0,4.0,,,,2.0,5.0,20.0,40.0,60.0,271.0,89.0,1.0,0.0,4.45,4.61,4.66,4.68,4.67,4.0,4.36,3.0,3.0,0.0,0.62,6.0,,1.0,3.0,0.0,2.0,5.0,Entire rental unit,"Berlin, Germany",within a few hours,f,t,"Ivy City, Arboretum, Trinidad, Carver Langston",Entire rental unit,Entire home/apt,17/09/2013,12/04/2025,f,t
1628328,8654665.0,38.9126,-77.01748,100%,100%,1.0,4.0,1.0,2.0,$150.00,2.0,365.0,6.0,33.0,61.0,329.0,527.0,46.0,7.0,4.93,4.95,4.98,4.95,4.98,4.8,4.88,1.0,1.0,0.0,4.07,255.0,38250.0,1.0,1.0,0.0,1.9,1125.0,Entire rental unit,"Washington, D.C., DC",within an hour,t,f,"Shaw, Logan Circle",Entire rental unit,Entire home/apt,27/10/2014,16/06/2025,f,t
1641184,8713526.0,38.92042,-77.03977,,100%,3.0,1.0,1.0,1.0,$89.00,31.0,124.0,0.0,0.0,25.0,300.0,76.0,1.0,0.0,4.89,4.89,4.82,4.93,4.96,4.91,4.79,1.0,0.0,1.0,0.53,62.0,5518.0,1.0,1.0,0.0,31.0,124.0,Private room in condo,"Washington, DC",,f,t,"Kalorama Heights, Adams Morgan, Lanier Heights",Private room in condo,Private room,06/10/2013,11/08/2024,f,t
